Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,BCH-USD,BTC-USD,LEO-USD,STETH-USD,BCH-USD,BTC-USD,LEO-USD,STETH-USD,BCH-USD,BTC-USD,LEO-USD,STETH-USD,BCH-USD,BTC-USD,LEO-USD,STETH-USD,BCH-USD,BTC-USD,LEO-USD,STETH-USD
Date,,,,,,,,,,,,,,,,,,,,
2020-01-01,204.3975372314453,7200.17431640625,0.8199599981307983,,208.0775146484375,7254.33056640625,0.8260160088539124,,203.2051544189453,7174.9443359375,0.8120070099830627,,204.67129516601562,7194.89208984375,0.8162840008735657,,1456113692,18565664997,6094720,
2020-01-02,195.6985626220703,6985.47021484375,0.8218200206756592,,205.13674926757812,7212.1552734375,0.8316890001296997,,194.06980895996094,6935.27001953125,0.8136019706726074,,204.3545379638672,7202.55126953125,0.8206019997596741,,1432801807,20802083465,6016153,
2020-01-03,222.41297912597656,7344.88427734375,0.8514789938926697,,224.95086669921875,7413.71533203125,0.8540719747543335,,192.9794921875,6914.99609375,0.8165820240974426,,196.0076904296875,6984.4287109375,0.8261510133743286,,2644279656,28111481032,6575515,
2020-01-04,226.01869201660156,7410.65673828125,0.8518829941749573,,227.4605255126953,7427.3857421875,0.8605449795722961,,220.28091430664062,7309.51416015625,0.8416730165481567,,222.53656005859375,7345.37548828125,0.8514959812164307,,1861485049,18444271275,6349394,
2020-01-05,224.09652709960938,7411.3173828125,0.8569830060005188,,228.21929931640625,7544.4970703125,0.865185022354126,,222.35269165039062,7400.53564453125,0.8479940295219421,,225.7798309326172,7410.45166015625,0.8517789840698242,,1681830248,19725074095,6421925,
2020-01-06,244.5572052001953,7769.21923828125,0.8716999888420105,,245.1061248779297,7781.8671875,0.8772810101509094,,223.6918182373047,7409.29296875,0.8527740240097046,,224.34791564941406,7410.4521484375,0.8572369813919067,,2328224536,23276261598,7736059,
2020-01-07,243.2584991455078,8163.6923828125,0.8857179880142212,,245.8449249267578,8178.2158203125,0.8888220191001892,,234.17678833007812,7768.2275390625,0.8647390007972717,,244.7130126953125,7768.68212890625,0.8716999888420105,,2234914578,28767291327,7846688,
2020-01-08,241.0552215576172,8079.86279296875,0.9015269875526428,,251.29730224609375,8396.73828125,0.9108080267906189,,234.3932342529297,7956.7744140625,0.8804380297660828,,243.07920837402344,8161.935546875,0.8857179880142212,,2424659797,31672559265,8487726,
2020-01-09,239.2226104736328,7879.0712890625,0.8698599934577942,,243.04739379882812,8082.2958984375,0.9023590087890625,,232.34799194335938,7842.40380859375,0.861661970615387,,240.99803161621094,8082.2958984375,0.9022120237350464,,1908677851,24045990466,8461125,
2020-01-10,270.72528076171875,8166.55419921875,0.8704959750175476,,271.7676696777344,8166.55419921875,0.8926910161972046,,232.63597106933594,7726.77490234375,0.8593230247497559,,239.55162048339844,7878.3076171875,0.8675100207328796,,2986773814,28714583844,8387854,
2020-01-11,260.67999267578125,8037.53759765625,0.8596469759941101,,276.6336364746094,8218.359375,0.8860549926757812,,259.8102722167969,8029.64208984375,0.8550900220870972,,270.19720458984375,8162.19091796875,0.871832013130188,,2487051623,25521165085,8677610,
2020-01-12,268.237060546875,8192.494140625,0.8707050085067749,,269.07086181640625,8200.0634765625,0.8752250075340271,,259.2812194824219,8009.05908203125,0.8565400242805481,,261.10028076171875,8033.26171875,0.8607280254364014,,2168514332,22903438381,7898535,
2020-01-13,267.5228271484375,8144.1943359375,0.8468220233917236,,270.7655944824219,8197.7880859375,0.8704119920730591,,261.87115478515625,8079.70068359375,0.8428800106048584,,268.4125061035156,8189.77197265625,0.8701859712600708,,1884541173,22482910688,7602413,
2020-01-14,350.2635192871094,8827.7646484375,0.8960679769515991,,364.1580810546875,8879.51171875,0.9071469902992249,,267.5311279296875,8140.93310546875,0.8402330279350281,,267.6441650390625,8140.93310546875,0.8471260070800781,,6618289058,44841784107,8535621,
2020-01-15,339.39532470703125,8807.0107421875,0.9076200127601624,,358.8165283203125,8890.1171875,0.921271026134491,,319.00921630859375,8657.1875,0.8834270238876343,,348.7173156738281,8825.34375,0.8947280049324036,,5240635087,40102834650,7948446,
2020-01-16,325.9784851074219,8723.7861328125,0.8632130026817322,,341.23760986328125,8846.4609375,0.9180120229721069,,311.56280517578125,8612.095703125,0.8586969971656799,,339.6820983886719,8812.4814453125,0.908752977848053,,3652947113,31313981931,8170884,
2020-01-17,366.97698974609375,8929.0380859375,0.8957579731941223,,379.68365478515625,8958.1220703125,0.9120870232582092,,320.6188659667969,8677.31640625,0.8622270226478577,,326.3751220703125,8725.2099609375,0.864100992679596,,5128628377,36372139320,8709524,
