Date,BCH-USD,BTC-USD,LEO-USD,STETH-USD
2023-12-25,234.9774627685547,43613.140625,3.9524130821228027,2260.562255859375
2023-12-26,229.1773223876953,42520.40234375,3.946165084838867,2216.871337890625
2023-12-27,264.08685302734375,43442.85546875,3.963284969329834,2363.558349609375
2023-12-28,262.49664306640625,42627.85546875,3.9499709606170654,2355.552734375
2023-12-29,254.51272583007812,42099.40234375,3.94963002204895,2305.5927734375
2023-12-30,271.1043395996094,42156.90234375,3.9521899223327637,2292.934814453125
2023-12-31,259.262939453125,42265.1875,3.974224090576172,2280.12646484375
2024-01-01,266.6159362792969,44167.33203125,3.972346067428589,2340.830322265625
2024-01-02,256.9635009765625,44957.96875,3.970196008682251,2357.47705078125
2024-01-03,233.9602508544922,42848.17578125,4.025112152099609,2215.625
2024-01-04,239.56756591796875,44179.921875,4.046992778778076,2262.046875
2024-01-05,239.58287048339844,44162.69140625,4.05832576751709,2254.7744140625
2024-01-06,236.0817413330078,43989.1953125,4.017106056213379,2233.485595703125
2024-01-07,232.1685028076172,43943.09765625,3.995150089263916,2219.828857421875
2024-01-08,253.89999389648438,46970.50390625,4.0128350257873535,2318.5283203125
2024-01-09,245.189453125,46139.73046875,4.036122798919678,2336.021728515625
2024-01-10,254.23910522460938,46627.77734375,4.07758903503418,2588.414306640625
2024-01-11,276.5281066894531,46368.5859375,4.060653209686279,2616.3466796875
2024-01-12,259.45550537109375,42853.16796875,4.043649196624756,2529.937744140625
2024-01-13,254.2232208251953,42842.3828125,4.05170202255249,2568.03369140625
2024-01-14,246.0057830810547,41796.26953125,4.053048133850098,2475.80859375
2024-01-15,250.4188995361328,42511.96875,3.9909799098968506,2511.9248046875
2024-01-16,251.1593017578125,43154.9453125,3.9876999855041504,2586.759765625
2024-01-17,244.05238342285156,42742.65234375,3.993048906326294,2525.89794921875
2024-01-18,237.42599487304688,41262.05859375,4.003529071807861,2462.631103515625
2024-01-19,236.43170166015625,41618.40625,3.972321033477783,2489.743408203125
2024-01-20,238.890869140625,41665.5859375,4.002406120300293,2468.654052734375
2024-01-21,236.9248504638672,41545.78515625,3.989690065383911,2453.39697265625
2024-01-22,235.01434326171875,39507.3671875,3.9900550842285156,2308.692626953125
2024-01-23,229.54351806640625,39845.55078125,4.001646995544434,2238.400634765625
2024-01-24,236.37936401367188,40077.07421875,4.060026168823242,2229.93212890625
2024-01-25,236.7863311767578,39933.80859375,4.07562780380249,2217.85595703125
2024-01-26,242.0111083984375,41816.87109375,4.044443130493164,2266.408203125
2024-01-27,243.7912139892578,42120.0546875,4.012842178344727,2264.752685546875
2024-01-28,236.90118408203125,42035.59375,4.015732765197754,2250.866455078125
2024-01-29,241.2978515625,43288.24609375,3.9841229915618896,2286.8681640625
2024-01-30,237.38525390625,42952.609375,3.8682239055633545,2355.2314453125
2024-01-31,234.25437927246094,42582.60546875,3.9569880962371826,2282.3125
2024-02-01,236.6152801513672,43075.7734375,3.9905428886413574,2301.5654296875
2024-02-02,236.2069091796875,43185.859375,4.015247821807861,2305.041259765625
2024-02-03,240.6577911376953,42992.25,4.010505199432373,2298.372314453125
2024-02-04,235.22705078125,42583.58203125,4.010682106018066,2292.385009765625
2024-02-05,235.43984985351562,42658.66796875,4.060276031494141,2297.103515625
2024-02-06,235.18617248535156,43084.671875,4.056146144866943,2365.687744140625
2024-02-07,240.5064697265625,44318.22265625,4.05079984664917,2424.38818359375
2024-02-08,244.4889373779297,45301.56640625,4.0747480392456055,2424.915283203125
2024-02-09,250.30352783203125,47147.19921875,4.0790300369262695,2488.02978515625
2024-02-10,247.73220825195312,47771.27734375,4.145177841186523,2498.16552734375
2024-02-11,276.5019226074219,48293.91796875,4.110307216644287,2506.97021484375
2024-02-12,280.8579406738281,49958.22265625,4.150815010070801,2659.51025390625
2024-02-13,270.8520812988281,49742.44140625,4.14982795715332,2637.451171875
2024-02-14,281.26165771484375,51826.6953125,4.151826858520508,2776.76708984375
2024-02-15,270.6659240722656,51938.5546875,4.176232814788818,2823.682861328125
2024-02-16,274.8199768066406,52160.203125,4.093221187591553,2803.523193359375
2024-02-17,267.4199523925781,51662.99609375,4.142324924468994,2785.2060546875
2024-02-18,270.41644287109375,52122.546875,4.134267807006836,2878.83740234375
2024-02-19,273.10345458984375,51779.14453125,4.113778114318848,2947.169677734375
2024-02-20,265.4651794433594,52284.875,4.2731428146362305,3014.0234375
2024-02-21,263.1250915527344,51839.1796875,4.110675811767578,2967.06396484375
2024-02-22,260.16876220703125,51304.97265625,4.149618148803711,2978.477783203125
2024-02-23,264.54486083984375,50731.94921875,4.125218868255615,2922.44091796875
2024-02-24,267.6621398925781,51571.1015625,4.214317798614502,2987.894775390625
2024-02-25,267.8255920410156,51733.23828125,4.245250225067139,3110.02587890625
2024-02-26,274.89813232421875,54522.40234375,4.3433661460876465,3175.1923828125
2024-02-27,292.5193786621094,57085.37109375,4.371693134307861,3241.533203125
2024-02-28,296.7937927246094,62504.7890625,4.248297214508057,3378.063232421875
2024-02-29,298.5623779296875,61198.3828125,4.7577338218688965,3343.387451171875
2024-03-01,316.1250305175781,62440.6328125,4.746003150939941,3430.62158203125
2024-03-02,500.8060607910156,62029.84765625,4.769902229309082,3414.356689453125
2024-03-03,469.36279296875,63167.37109375,4.770880222320557,3476.484130859375
2024-03-04,470.42315673828125,68330.4140625,4.875618934631348,3627.273193359375
